dbn,district,school_dist,school_name,building_id,swd,ell,poverty,location_category_description,grades_text,longitude,latitude,borough_code,counts,opend_year
06M311,6,6,Amistad Dual Language School,M176,0.211,0.302,0.78,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.923818,40.866381,M,2,2004
06M314,6,6,Muscota,M176,0.205,0.06,0.295,Elementary,"0K,01,02,03,04,05",-73.923818,40.866381,M,2,2004
06M319,6,6,M.S. 319 - Maria Teresa,M090,0.275,0.329,0.969,Junior High-Intermediate-Middle,"06,07,08,SE",-73.935815,40.839139,M,3,2004
06M322,6,6,Middle School 322,M218,0.2,0.415,0.96,Junior High-Intermediate-Middle,"06,07,08,SE",-73.930082,40.860951,M,2,2005
06M324,6,6,M.S. 324 - Patria Mirabal,M090,0.251,0.351,0.853,Junior High-Intermediate-Middle,"06,07,08,SE",-73.935815,40.839139,M,3,2004
06M328,6,6,Community Math & Science Prep,M164,0.389,0.455,0.934,Junior High-Intermediate-Middle,"06,07,08,SE",-73.937263,40.836982,M,2,2004
06M348,6,6,Washington Heights Expeditionary Learning School,M143,0.227,0.167,0.846,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.930991,40.849311,M,2,2006
06M349,6,6,Harbor Heights,M173,0.024,0.927,0.992,Junior High-Intermediate-Middle,"06,07,08",-73.939785,40.845459,M,2,2004
06M368,6,6,Hamilton Heights School,M153,0.237,0.138,0.656,Elementary,"0K,01,02,03,04,05,SE",-73.947599,40.826514,M,2,2007
06M423,6,6,High School for Excellence and Innovation,M052,0.164,0.593,0.974,High school,"09,10,11,12,SE",-73.925464,40.865556,M,3,2009
06M462,6,6,The College Academy,M465,0.207,0.542,0.918,High school,"09,10,11,12,SE",-73.92606,40.856532,M,4,1999
06M463,6,6,High School for Media and Communications,M465,0.183,0.48,0.914,High school,"09,10,11,12,SE",-73.92606,40.856532,M,4,1999
06M467,6,6,High School for Law and Public Service,M465,0.261,0.36,0.885,High school,"09,10,11,12,SE",-73.92606,40.856532,M,4,1999
06M468,6,6,High School for Health Careers and Sciences,M465,0.187,0.416,0.98,High school,"08,09,10,11,12,SE",-73.92606,40.856532,M,4,1999
06M513,6,6,Castle Bridge School,M128,0.365,0.339,0.661,Elementary,"PK,0K,01,02,03,04,05,SE",-73.938701,40.841032,M,2,2012
07X030,7,7,P.S. 030 Wilton,X030,0.247,0.201,0.928,Elementary,"PK,0K,01,02,03,04,05,SE",-73.917417,40.809023,X,2,1924
07X031,7,7,P.S./M.S. 031 The William Lloyd Garrison,X151,0.23,0.122,0.899,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.92114,40.822574,X,4,1899
07X043,7,7,P.S. 043 Jonas Bronck,X043,0.203,0.118,0.961,Elementary,"PK,0K,01,02,03,04,05,SE",-73.921593,40.806452,X,2,1906
07X049,7,7,P.S. 049 Willis Avenue,X049,0.275,0.129,0.939,Elementary,"PK,0K,01,02,03,04,05,06,SE",-73.92273,40.810413,X,2,1965
07X065,7,7,P.S. 065 Mother Hale Academy,X065,0.258,0.12,0.966,Elementary,"PK,0K,01,02,03,04,05,SE",-73.912557,40.807916,X,2,1924
07X151,7,7,J.H.S. 151 Lou Gehrig,X151,0.291,0.317,0.963,Junior High-Intermediate-Middle,"06,07,08,SE",-73.92114,40.822574,X,4,1971
07X154,7,7,P.S. 154 Jonathan D. Hyatt,X154,0.238,0.116,0.99,Elementary,"PK,0K,01,02,03,04,05,SE",-73.925459,40.808194,X,2,1962
07X161,7,7,P.S. 161 Juan Ponce De Leon School,X161,0.274,0.117,0.965,Elementary,"PK,0K,01,02,03,04,05,SE",-73.905233,40.814168,X,1,1968
07X179,7,7,P.S. 179,X040,0.24,0.192,0.917,Elementary,"PK,0K,01,02,03,04,05,SE",-73.919773,40.80908,X,2,2001
07X221,7,7,South Bronx Preparatory: A College Board School,X149,0.259,0.054,0.943,Secondary School,"06,07,08,09,10,11,12,SE",-73.920851,40.813612,X,2,2004
07X223,7,7,The Laboratory School of Finance and Technology: X223,X149,0.19,0.051,0.933,Secondary School,"06,07,08,09,10,11,12,SE",-73.920851,40.813612,X,2,2003
07X224,7,7,P.S./I.S. 224,X139,0.306,0.214,0.993,Junior High-Intermediate-Middle,"06,07,08,SE",-73.918774,40.810314,X,3,2003
07X259,7,7,"H.E.R.O. High (Health, Education, and Research Occupations High School)",X655,0.226,0.083,0.831,High school,"09,10,11,12,SE",-73.907528,40.810671,X,3,2013
07X277,7,7,P.S. 277,X027,0.221,0.148,0.913,Elementary,"PK,0K,01,02,03,04,05,SE",-73.913872,40.813385,X,2,1999
07X296,7,7,South Bronx Academy for Applied Media,X184,0.329,0.139,0.917,Junior High-Intermediate-Middle,"06,07,08,SE",-73.905389,40.818703,X,3,2005
07X298,7,7,Academy of Public Relations,X184,0.352,0.284,0.956,Junior High-Intermediate-Middle,"06,07,08,SE",-73.905389,40.818703,X,3,2005
07X334,7,7,International Community High School,X139,0.071,0.861,0.99,High school,"09,10,11,12",-73.918774,40.810314,X,3,2006
07X343,7,7,Academy of Applied Mathematics and Technology,X139,0.279,0.106,0.947,Junior High-Intermediate-Middle,"06,07,08,SE",-73.918774,40.810314,X,3,2005
07X359,7,7,Concourse Village Elementary School,X156,0.183,0.08,0.853,Elementary,"PK,0K,01,02,03,04,05,SE",-73.922527,40.823014,X,2,2013
07X369,7,7,Young Leaders Elementary School,X040,0.274,0.226,0.972,Elementary,"PK,0K,01,02,03,04,05,SE",-73.919773,40.80908,X,2,2008
07X379,7,7,Jill Chaifetz Transfer High School,X184,0.321,0.096,0.866,High school,"09,10,11,12,SE",-73.905389,40.818703,X,3,2007
07X381,7,7,Bronx Haven High School,X600,0.32,0.124,0.888,High school,"09,10,11,12,SE",-73.919949,40.818645,X,3,2008
07X427,7,7,Community School for Social Justice,X884,0.268,0.232,0.926,High school,"09,10,11,12,SE",-73.92996,40.815712,X,2,2001
07X473,7,7,Mott Haven Village Preparatory High School,X470,0.298,0.156,0.954,High school,"09,10,11,12,SE",-73.911633,40.818041,X,2,2001
07X495,7,7,University Heights Secondary School,X470,0.182,0.031,0.828,High school,"09,10,11,12,SE",-73.911633,40.818041,X,2,1996
07X500,7,7,Hostos-Lincoln Academy of Science,X162,0.193,0.03,0.832,Secondary School,"06,07,08,09,10,11,12,SE",-73.912038,40.814857,X,3,1996
07X522,7,7,Bronx Design and Construction Academy,X600,0.369,0.089,0.906,High school,"09,10,11,12,SE",-73.919949,40.818645,X,3,2011
07X527,7,7,Bronx Leadership Academy II High School,X790,0.298,0.129,0.903,High school,"09,10,11,12,SE",-73.922366,40.821828,X,3,2001
07X548,7,7,Careers in Sports High School,X790,0.271,0.164,0.89,High school,"09,10,11,12,SE",-73.922366,40.821828,X,3,2003
07X551,7,7,The Urban Assembly Bronx Academy of Letters,X183,0.283,0.137,0.916,Secondary School,"06,07,08,09,10,11,12,SE",-73.925995,40.813681,X,2,2003
07X557,7,7,Mott Haven Community High School,X655,0.336,0.102,0.848,High school,"10,11,12,SE",-73.907528,40.810671,X,3,2012
07X584,7,7,I.S. 584,X162,0.231,0.239,0.972,Junior High-Intermediate-Middle,"06,07,08,SE",-73.912038,40.814857,X,3,2017
07X600,7,7,Alfred E. Smith Career and Technical Education High School,X600,0.267,0.168,0.908,High school,"09,10,11,12,SE",-73.919949,40.818645,X,3,1932
07X670,7,7,Health Opportunities High School,X884,0.267,0.12,0.903,High school,"09,10,11,12,SE",-73.92996,40.815712,X,2,1996
08X075,8,8,P.S. 75 School of Research and Discovery,X075,0.213,0.159,0.865,Elementary,"PK,0K,01,02,03,04,05,SE",-73.888948,40.822314,X,1,1924
08X093,8,8,P.S. 093 Albert G. Oliver,X093,0.173,0.059,0.707,Elementary,"PK,0K,01,02,03,04,05,SE",-73.877274,40.822522,X,2,1930
08X101,8,8,M.S. X101 Edward R. Byrne,X101,0.231,0.02,0.695,Junior High-Intermediate-Middle,"06,07,08,SE",-73.829211,40.82708,X,2,1957
08X107,8,8,P.S. 107,X107,0.298,0.1,0.978,Elementary,"PK,0K,01,02,03,04,05,SE",-73.868735,40.819221,X,1,1937
08X123,8,8,J.H.S. 123 James M. Kieran,X123,0.259,0.259,0.916,Junior High-Intermediate-Middle,"06,07,08,SE",-73.874162,40.824989,X,2,1953
08X131,8,8,J.H.S. 131 Albert Einstein,X131,0.303,0.099,0.886,Junior High-Intermediate-Middle,"06,07,08,SE",-73.859998,40.822925,X,3,1966
08X140,8,8,P.S. X140 The Eagle School,X140,0.217,0.087,0.971,Elementary,"PK,0K,01,02,03,04,05,SE",-73.907489,40.823318,X,1,1957
08X146,8,8,P.S. 146 Edward Collins,X146,0.244,0.132,0.967,Elementary,"PK,0K,01,02,03,04,05,SE",-73.905734,40.824717,X,1,1958
08X282,8,8,Women's Academy of Excellence,X174,0.2,0.209,0.93,High school,"09,10,11,12,SE",-73.85607,40.815043,X,3,2004
08X293,8,11,Renaissance High School for Musical Theater and the Arts,X405,0.22,0.039,0.773,High school,"09,10,11,12,SE",-73.839583,40.839775,X,6,2004
08X301,8,8,M.S. 301 Paul L. Dunbar,X120,0.246,0.216,0.96,Junior High-Intermediate-Middle,"06,07,08,SE",-73.906739,40.822291,X,1,2001
08X302,8,8,M.S. 302 Luisa Dessus Cruz,X052,0.277,0.2,0.967,Junior High-Intermediate-Middle,"06,07,08,SE",-73.901599,40.816078,X,2,2001
08X304,8,8,P.S. 304 Early Childhood School,X101,0.185,0.035,0.68,Elementary,"PK,0K,01,02,03,04,05,SE",-73.829211,40.82708,X,2,2001
08X312,8,8,Millennium Art Academy,X450,0.241,0.047,0.783,High school,"09,10,11,12,SE",-73.85593,40.821218,X,6,2004
08X320,8,11,Pelham Lab High School,X405,0.196,0.144,0.791,High school,"09,10,11,12,SE",-73.839583,40.839775,X,6,2013
08X333,8,8,The Longwood Academy of Discovery,X060,0.294,0.206,0.957,Elementary,"PK,0K,01,02,03,04,05,SE",-73.898399,40.820108,X,1,2004
08X337,8,8,The School for Inquiry and Social Justice,X123,0.233,0.101,0.822,Junior High-Intermediate-Middle,"06,07,08,SE",-73.874162,40.824989,X,2,2004
08X348,8,11,Schuylerville Preparatory High School,X405,0.23,0.149,0.781,High school,"09,10,11,12,SE",-73.839583,40.839775,X,6,2013
08X349,8,11,Bronx River High School,X405,0.261,0.15,0.804,High school,"09,10,11,12,SE",-73.839583,40.839775,X,6,2013
08X367,8,8,"Archimedes Academy for Math, Science and Technology Applications",X174,0.268,0.103,0.804,Secondary School,"06,07,08,09,10,11,12,SE",-73.85607,40.815043,X,3,2007
08X371,8,8,Urban Institute of Mathematics,X192,0.234,0.044,0.694,Junior High-Intermediate-Middle,"06,07,08,SE",-73.818083,40.826794,X,3,2007
08X375,8,8,The Bronx Mathematics Preparatory School,X174,0.307,0.134,0.995,Junior High-Intermediate-Middle,"06,07,08,SE",-73.85607,40.815043,X,3,2007
08X376,8,8,Antonia Pantoja Preparatory Academy: A College Board School,X450,0.28,0.144,0.879,Secondary School,"06,07,08,09,10,11,12,SE",-73.85593,40.821218,X,6,2007
08X377,8,8,Bronx Community High School,X450,0.184,0.037,0.86,High school,"09,10,11,12",-73.85593,40.821218,X,6,2007
08X392,8,8,Bronx Delta School,X192,0.205,0.05,0.673,Elementary,"PK,0K,01,02,03,04,05,SE",-73.818083,40.826794,X,3,2014
08X405,8,11,Herbert H. Lehman High School,X405,0.254,0.111,0.803,High school,"09,10,11,12,SE",-73.839583,40.839775,X,6,1972
08X424,8,8,The Hunts Point School,X074,0.325,0.263,0.934,Junior High-Intermediate-Middle,"06,07,08,SE",-73.885284,40.815827,X,2,2008
08X432,8,8,Bronx Bridges High School,X450,0.109,0.786,0.971,High school,"09,10,11,12,SE",-73.85593,40.821218,X,6,2010
08X448,8,8,Soundview Academy for Culture and Scholarship,X131,0.254,0.086,0.821,Junior High-Intermediate-Middle,"06,07,08,SE",-73.859998,40.822925,X,3,2009
08X452,8,8,Gotham Collaborative High School,X450,0.26,0.138,0.885,High school,"09,10,11,12,SE",-73.85593,40.821218,X,6,2001
08X467,8,8,Mott Hall Community School,X192,0.284,0.096,0.871,Junior High-Intermediate-Middle,"06,07,08,SE",-73.818083,40.826794,X,3,2009
08X530,8,8,Longwood Preparatory Academy,X039,0.299,0.162,0.893,High school,"09,10,11,12,SE",-73.897876,40.817741,X,2,1997
08X537,8,8,Bronx Arena High School,X972,0.179,0.056,0.933,High school,"09,10,11,12",-73.881187,40.820486,X,2,2011
08X558,8,11,Westchester Square Academy,X405,0.207,0.089,0.793,High school,"09,10,11,12,SE",-73.839583,40.839775,X,6,2012
08X559,8,8,School for Tourism and Hospitality,X650,0.325,0.233,0.871,High school,"09,10,11,12,SE",-73.902892,40.821723,X,2,2012
08X561,8,8,Bronx Compass High School,X450,0.265,0.118,0.858,High school,"09,10,11,12,SE",-73.85593,40.821218,X,6,2012
08X562,8,8,Blueprint Middle School,X125,0.219,0.195,0.899,Junior High-Intermediate-Middle,"06,07,08,SE",-73.857882,40.829153,X,1,2012
09X004,9,9,P.S./M.S. 004 Crotona Park West,X004,0.218,0.124,0.949,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.897943,40.841758,X,2,1897
09X022,9,9,J.H.S. 022 Jordan L. Mott,X022,0.242,0.262,0.949,Junior High-Intermediate-Middle,"06,07,08,SE",-73.91435,40.832022,X,3,1949
09X042,9,9,P.S. 042 Claremont,X042,0.291,0.105,1,Elementary,"PK,0K,01,02,03,04,05,SE",-73.903243,40.838636,X,1,1906
09X055,9,9,P.S. 055 Benjamin Franklin,X055,0.188,0.067,0.971,Elementary,"PK,0K,01,02,03,04,05,SE",-73.90497,40.835934,X,1,1916
09X110,9,9,P.S. 110 Theodore Schoenfeld,X110,0.213,0.145,0.988,Elementary,"PK,0K,01,02,03,04,05,SE",-73.900654,40.83447,X,2,1964
09X117,9,9,I.S. 117 Joseph H. Wade,X117,0.278,0.327,0.95,Junior High-Intermediate-Middle,"06,07,08,SE",-73.909022,40.848552,X,2,1938
09X128,9,9,Mott Hall III,X110,0.191,0.071,0.941,Junior High-Intermediate-Middle,"06,07,08,SE",-73.900654,40.83447,X,2,2001
09X204,9,9,P.S. 204 Morris Heights,X338,0.237,0.122,0.858,Elementary,"PK,0K,01,02,03,04,05,SE",-73.915217,40.849416,X,1,1991
09X215,9,9,Kappa,X148,0.243,0.107,0.908,Junior High-Intermediate-Middle,"06,07,08,SE",-73.903951,40.833493,X,3,2000
09X218,9,9,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,X235,0.171,0.22,0.878,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.919571,40.835681,X,1,1999
09X219,9,9,I.S. 219 New Venture School,X148,0.373,0.224,0.961,Junior High-Intermediate-Middle,"06,07,08,SE",-73.903951,40.833493,X,3,1999
09X227,9,9,Bronx Collegiate Academy,X410,0.251,0.151,0.866,High school,"09,10,11,12,SE",-73.911366,40.839307,X,6,2004
09X229,9,9,I.S. 229 Roland Patterson,X229,0.353,0.17,0.929,Junior High-Intermediate-Middle,"06,07,08,SE",-73.9216,40.8524,X,2,1977
09X232,9,9,I.S. 232,X082,0.23,0.302,0.982,Junior High-Intermediate-Middle,"06,07,08,SE",-73.915217,40.849416,X,3,2000
09X241,9,9,"Urban Assembly School for Applied Math and Science, The",X970,0.29,0.119,0.925,Secondary School,"06,07,08,09,10,11,12,SE",-73.901774,40.839508,X,3,2004
09X250,9,9,Eximius College Preparatory Academy: A College Board School,X002,0.244,0.076,0.842,High school,"09,10,11,12,SE",-73.902794,40.833884,X,2,2005
09X252,9,9,Mott Hall Bronx High School,X970,0.244,0.093,0.933,High school,"09,10,11,12,SE",-73.901774,40.839508,X,3,2005
09X260,9,9,Bronx Center for Science and Mathematics,X002,0.211,0.052,0.839,High school,"09,10,11,12,SE",-73.902794,40.833884,X,2,2005
09X263,9,9,Validus Preparatory Academy,X970,0.256,0.117,0.942,High school,"09,10,11,12,SE",-73.901774,40.839508,X,3,2005
09X274,9,9,The New American Academy at Roberto Clemente State Park,X229,0.266,0.13,0.976,Elementary,"PK,0K,01,02,03,04,05,SE",-73.9216,40.8524,X,2,2013
09X294,9,9,The Walton Avenue School,X064,0.258,0.179,0.924,Elementary,"0K,01,02,03,04,05,SE",-73.915879,40.8404,X,2,2013
09X297,9,9,Morris Academy for Collaborative Studies,X400,0.243,0.13,0.958,High school,"09,10,11,12,SE",-73.90392,40.827455,X,4,2004
09X303,9,9,I.S. X303 Leadership & Community Service,X082,0.343,0.098,0.981,Junior High-Intermediate-Middle,"06,07,08,SE",-73.915217,40.849416,X,3,1999
09X311,9,9,Lucero Elementary School,X064,0.223,0.407,0.978,Elementary,"0K,01,02,03,04,05,SE",-73.915879,40.8404,X,2,2013
09X313,9,9,I.S. 313 School of Leadership Development,X147,0.243,0.347,0.914,Junior High-Intermediate-Middle,"06,07,08,SE",-73.904353,40.840536,X,2,1999
09X323,9,9,Bronx Writing Academy,X022,0.256,0.274,0.95,Junior High-Intermediate-Middle,"06,07,08,SE",-73.91435,40.832022,X,3,2004
09X324,9,9,Bronx Early College Academy for Teaching & Learning,X166,0.232,0.082,0.873,Secondary School,"06,07,08,09,10,11,12,SE",-73.917705,40.828009,X,3,2006
09X327,9,9,Comprehensive Model School Project M.S. 327,X240,0.263,0.106,0.887,Secondary School,"06,07,08,09,10,11,12,SE",-73.916084,40.842503,X,2,1999
09X328,9,9,New Millennium Bronx Academy of the Arts,X145,0.269,0.213,0.934,Junior High-Intermediate-Middle,"06,07,08,SE",-73.914067,40.827438,X,3,2004
09X329,9,9,DreamYard Preparatory School,X410,0.229,0.203,0.897,High school,"09,10,11,12,SE",-73.911366,40.839307,X,6,2006
09X339,9,9,I.S. 339,X147,0.287,0.291,0.938,Junior High-Intermediate-Middle,"06,07,08,SE",-73.904353,40.840536,X,2,1999
09X350,9,9,New Directions Secondary School,X410,0.254,0.487,0.959,Secondary School,"06,07,08,09,10,11,12,SE",-73.911366,40.839307,X,6,2013
09X365,9,9,Academy for Language and Technology,X082,0.048,0.674,0.994,High school,"09,10,11,12",-73.915217,40.849416,X,3,2007
09X403,9,9,Bronx International High School,X400,0.037,0.899,0.923,High school,"09,10,11,12",-73.90392,40.827455,X,4,2001
09X404,9,9,School for Excellence,X400,0.261,0.265,0.92,High school,"09,10,11,12,SE",-73.90392,40.827455,X,4,2001
09X412,9,9,Bronx High School of Business,X410,0.234,0.37,0.924,High school,"09,10,11,12,SE",-73.911366,40.839307,X,6,2001
09X413,9,9,Bronx High School for Medical Science,X410,0.23,0.112,0.85,Secondary School,"06,07,08,09,10,11,12,SE",-73.911366,40.839307,X,6,2001
09X443,9,9,The Family School,X090,0.281,0.318,0.924,Elementary,"PK,0K,01,02,03,04,05,SE",-73.917526,40.831873,X,2,2009
09X449,9,9,Grant Avenue Elementary School,X166,0.319,0.225,0.909,Elementary,"PK,0K,01,02,03,04,05,SE",-73.917705,40.828009,X,3,2009
09X454,9,9,Science and Technology Academy: A Mott Hall School,X166,0.209,0.138,0.915,Junior High-Intermediate-Middle,"06,07,08,SE",-73.917705,40.828009,X,3,2009
09X457,9,9,Sheridan Academy for Young Leaders,X090,0.236,0.219,0.973,Elementary,"PK,0K,01,02,03,04,05,SE",-73.917526,40.831873,X,2,2009
09X517,9,9,Frederick Douglass Academy III Secondary School,X148,0.276,0.183,0.892,High school,"09,10,11,12,SE",-73.903951,40.833493,X,3,2000
09X543,9,9,High School for Violin and Dance,X400,0.307,0.187,0.884,High school,"09,10,11,12,SE",-73.90392,40.827455,X,4,2003
09X555,9,9,Mount Eden Children's Academy,X240,0.168,0.177,0.914,Elementary,"PK,0K,01,02,03,04,05,SE",-73.916084,40.842503,X,2,2012
09X564,9,9,Claremont International HS,X410,0.074,0.865,1,High school,"09,10,11,12",-73.911366,40.839307,X,6,2012
09X568,9,9,Young Women's Leadership School of the Bronx,X117,0.181,0.048,0.858,Secondary School,"06,07,08,09,10,11,12,SE",-73.909022,40.848552,X,2,2012
09X593,9,9,South Bronx International Middle School,X145,0.125,0.927,0.896,Junior High-Intermediate-Middle,"06,07,SE",-73.914067,40.827438,X,3,2018
09X594,9,9,M.S. 594,X145,0.274,0.31,0.897,Junior High-Intermediate-Middle,"06,07,08,SE",-73.914067,40.827438,X,3,2018
10X015,10,10,P.S. X015 Institute for Environmental Learning,X015,0.233,0.175,0.81,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.909763,40.859243,X,3,1995
10X020,10,10,"PS/MS 20 P.O.George J. Werdann, III",X020,0.267,0.252,0.927,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.878731,40.869482,X,2,1996
10X077,10,10,Bedford Park Elementary School,X177,0.179,0.245,0.842,Elementary,"PK,0K,01,02,03,04,05,SE",-73.875375,40.872559,X,1,2014
10X080,10,10,J.H.S. 080 The Mosholu Parkway,X080,0.271,0.268,0.883,Junior High-Intermediate-Middle,"06,07,08,SE",-73.881245,40.876819,X,2,1925
10X095,10,10,P.S. 095 Sheila Mencher,X095,0.211,0.147,0.843,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.891664,40.883049,X,2,1933
10X213,10,10,Bronx Engineering and Technology Academy,X475,0.248,0.195,0.939,High school,"09,10,11,12,SE",-73.912686,40.877379,X,7,2004
10X225,10,10,Theatre Arts Production Company School,X137,0.249,0.09,0.828,Secondary School,"06,07,08,09,10,11,12,SE",-73.897404,40.854257,X,2,1999
10X237,10,10,"The Marie Curie School for Medicine, Nursing, and Health Professions",X143,0.222,0.123,0.812,High school,"09,10,11,12,SE",-73.901565,40.875636,X,2,2004
10X243,10,10,West Bronx Academy for the Future,X435,0.265,0.14,0.938,Secondary School,"06,07,08,09,10,11,12,SE",-73.888625,40.859466,X,6,2004
10X244,10,10,The New School for Leadership and Journalism,X143,0.223,0.214,0.99,Junior High-Intermediate-Middle,"06,07,08,SE",-73.901565,40.875636,X,2,2005
10X264,10,10,Bronx Academy for Software Engineering (BASE),X660,0.275,0.093,0.778,High school,"09,10,11,12,SE",-73.882487,40.855392,X,3,2013
10X268,10,10,Kingsbridge International High School,X430,0.048,0.866,0.97,High school,"09,10,11,12",-73.897066,40.869061,X,5,2005
10X280,10,10,P.S./M.S. 280 Mosholu Parkway,X080,0.298,0.178,0.939,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.881245,40.876819,X,2,1988
10X284,10,10,Bronx School of Law and Finance,X475,0.207,0.253,0.875,High school,"09,10,11,12,SE",-73.912686,40.877379,X,7,2004
10X291,10,10,P.S. 291,X015,0.193,0.278,0.995,Elementary,"0K,01,02,03,04,05,SE",-73.909763,40.859243,X,3,1995
10X306,10,10,P.S. 306,X306,0.192,0.164,0.906,Elementary,"0K,01,02,03,04,05,SE",-73.910827,40.850722,X,2,1994
10X331,10,10,The Bronx School of Young Leaders,X306,0.27,0.184,0.882,Junior High-Intermediate-Middle,"06,07,08,SE",-73.910827,40.850722,X,2,2004
10X342,10,10,International School for Liberal Arts,X430,0.094,0.699,0.97,Secondary School,"06,07,08,09,10,11,12,SE",-73.897066,40.869061,X,5,2005
10X344,10,10,Ampark Neighborhood,X095,0.258,0.028,0.503,Elementary,"PK,0K,01,02,03,04,05,SE",-73.891664,40.883049,X,2,2006
10X351,10,10,Bronx Collaborative High School,X440,0.216,0.171,0.807,High school,"09,10,11,12,SE",-73.889011,40.879958,X,3,2013
10X353,10,10,World View High School,X440,0.197,0.233,0.782,High school,"09,10,11,12,SE",-73.889011,40.879958,X,3,2013
10X368,10,10,In-Tech Academy (M.S. / High School 368),X368,0.212,0.171,0.874,Secondary School,"06,07,08,09,10,11,12,SE",-73.913694,40.877935,X,2,2004
